epoch,train_loss,val_loss,elapsed_seconds
70,0.014629316501319408,0.01545960083603859,55.95763389591593
71,0.015191559121012688,0.015527460463345051,56.72770176001359
72,0.014295791439712048,0.014603035598993301,57.525080668972805
73,0.014298098191618919,0.015052698366343976,58.32849493494723
74,0.01413987834751606,0.014319887682795525,59.11488000897225
75,0.014186093747615815,0.014545748196542262,59.93453618697822
76,0.013822308160364628,0.01449926543980837,60.71483939001337
77,0.013791855499148369,0.014547527432441712,61.51577663992066
78,0.013648861825466155,0.013892081864178181,62.30663871392608
79,0.01325134865194559,0.013564585894346236,63.107954249950126
80,0.013578516989946365,0.014453557282686234,63.91105727793183
81,0.013232794903218745,0.013838403522968293,64.79615326598287
82,0.012806462496519089,0.013510291911661625,65.63848883192986
83,0.012764367207884788,0.013371077105402947,66.46195393998642
84,0.012756927311420441,0.013679812885820866,67.25775023596361
85,0.012902884341776371,0.01350977323949337,68.05442118493374
86,0.013061965510249138,0.013308821879327297,68.81439306295943
87,0.012477422557771206,0.014142683371901513,69.60885965498164
88,0.012723402686417102,0.013610867336392402,70.40048207493965
89,0.012823241479694844,0.013534937016665936,71.20213657896966
90,0.012468203015625477,0.013055533692240716,71.97269691398833
91,0.012730610869824886,0.013183206804096698,72.78365579992533
92,0.013372894644737244,0.012960451804101467,73.57563970296178
93,0.011964789539575577,0.013798270933330059,74.35265553998761
94,0.012134330101311206,0.012727503255009652,75.14364610100165
95,0.011831467680633067,0.012519498318433762,75.91292454197537
96,0.011805109649896622,0.012779127545654774,76.73052402795292
97,0.011895446918904781,0.012420304492115975,77.5196093149716
98,0.011904883824288845,0.012800057418644428,78.29874598700553
99,0.011781256467103958,0.012954576015472412,79.08233566291165
100,0.011865224942564964,0.012570583559572697,79.88370354799554
101,0.01168341313302517,0.012834611758589744,80.68863149196841
102,0.01196817633509636,0.012208141386508942,81.45459965791088
103,0.011423070318996906,0.01188652366399765,82.19587423198391
104,0.011290013648569583,0.012039102278649808,83.01047962601297
105,0.01139229665696621,0.012020707242190837,83.78507404099219
106,0.011405002079904079,0.011858848817646504,84.56483388494235
107,0.011693035431206226,0.012507518529891968,85.37880617298651
108,0.011219978921115398,0.012061554491519928,86.16161960095633
109,0.01115398732572794,0.011598033867776393,86.96642909292132
110,0.011220788933336735,0.012832507751882076,87.79461497592274
111,0.011872562393546105,0.012279961109161377,88.58403591997921
112,0.011095189310610295,0.012032254375517368,89.34160311392043
113,0.011106106065213681,0.012654919810593128,90.11817766097374
114,0.01235545738041401,0.012408127337694167,90.8896492839558
115,0.011382690243422986,0.011829577088356018,91.68311002699193
116,0.010780572541058063,0.011401791013777257,92.46269268693868
117,0.010761868260800838,0.012004098482429981,93.26115546398796
118,0.01091863489151001,0.011422935351729393,94.01342148100957
119,0.010620951436460017,0.011465431638062,94.81691424397286
120,0.010637542091310024,0.011434716209769248,95.60746943799313
