epoch,train_loss,val_loss,elapsed_seconds
1,0.1749005916118622,0.16336225152015685,0.8379255649633706
2,0.14762374997138977,0.11176160991191864,1.6950196489924565
3,0.07826914471387864,0.05405584961175919,2.5245756229851395
4,0.0513765219449997,0.0509123969078064,3.3514037469867617
5,0.04798264616727829,0.045245841443538666,4.2465162249282
6,0.04594957521557808,0.04455566927790642,5.141237166943029
7,0.04484981271624565,0.04336150050163269,5.968648260924965
8,0.04269481235742569,0.041319514214992525,6.8505358109250665
9,0.041559858739376065,0.041210032254457477,7.671225702972151
10,0.041232891380786896,0.04031924158334732,8.473311172914691
11,0.03994756385684013,0.039594862312078476,9.27173237001989
12,0.03987076213955879,0.039227192252874375,10.07961847097613
13,0.039018243968486785,0.038832701444625854,10.854014185955748
14,0.0387019245326519,0.03925747022032738,11.645391380996443
15,0.03804953399300575,0.03938088595867157,12.418848812929355
16,0.037879493117332456,0.038289664536714556,13.1884235489415
17,0.038038329392671585,0.038792141824960706,13.959159691003151
18,0.037797940760850905,0.037094938158988955,14.7345455319155
19,0.03770914617180824,0.03686688005924225,15.519733479944989
20,0.036870021224021915,0.03724823340773582,16.309537007007748
21,0.036968422323465346,0.03683171957731247,17.094313208945096
22,0.03689410397410393,0.03654776394367218,17.852222783956677
23,0.03636085137724877,0.036843925416469574,18.628152247983962
24,0.03721847251057625,0.03552057638764381,19.418397482018918
25,0.0364913210272789,0.03555275291204452,20.213330775965005
26,0.03556501811742783,0.03463002949953079,20.963522396981716
27,0.03387309521436691,0.03333224169909954,21.751578975934535
28,0.03292214545607567,0.03299141630530358,22.524299248005264
29,0.032683441892266275,0.03203092485666275,23.290494225919247
30,0.03128263379633427,0.031227546110749245,24.08074288291391
31,0.029707065388560296,0.029077907428145408,24.861173535929993
32,0.028725870311260223,0.02844089485704899,25.677259541931562
33,0.028032004415988923,0.02790389843285084,26.45063592097722
34,0.028440374955534933,0.027476453334093095,27.218715835013427
35,0.02655426153540611,0.02656191900372505,28.01813175098505
36,0.02592738053202629,0.026477465480566023,28.839958144002594
37,0.02675574953854084,0.02687178358435631,29.607725208974443
38,0.025964628517627715,0.026129679828882216,30.423864073003642
39,0.025259334206581115,0.025686727538704872,31.205035837949254
40,0.024941871091723442,0.025590331703424455,31.975838084938005
41,0.024758526355028152,0.0248383317142725,32.74703863891773
42,0.024610244706273078,0.029216067641973497,33.4907968249172
43,0.02507035182416439,0.024302788153290747,34.255234727985226
44,0.024099456652998924,0.024169092774391176,35.03208031191025
45,0.023849820286035536,0.023870262429118157,35.83345759101212
46,0.022811416149139403,0.02305066555738449,36.64488804596476
47,0.02266469433903694,0.024616096168756485,37.45500199694652
48,0.02180916242301464,0.021227124482393264,38.22774009895511
49,0.02026761083304882,0.020736685320734978,38.97335744800512
50,0.019759268850088118,0.02023260176181793,39.76112835900858
51,0.0196633298099041,0.01958730220794678,40.593065046006814
52,0.020213559657335282,0.020855459794402124,41.36152852792293
53,0.01952312807738781,0.019587225764989852,42.14467530301772
54,0.01861808115243912,0.018802190274000166,42.92857470898889
55,0.018242975801229477,0.018579969182610512,43.734034115914255
56,0.01796315583586693,0.01848346143960953,44.495835255947895
57,0.018638721823692323,0.01883454531431198,45.2837101269979
58,0.017432205736637115,0.018277634009718893,46.163639599923044
59,0.0176246899664402,0.01879024349153042,47.08460271300282
60,0.017309201449155806,0.017770850360393525,47.946478566969745
61,0.017059181109070776,0.017408460602164267,48.773792437976226
62,0.016605017080903055,0.017093608751893044,49.578511793981306
63,0.016214471995830537,0.016579583287239075,50.38051635096781
64,0.01635616984963417,0.017261832505464553,51.148327103001066
65,0.015756135076284407,0.016558732204139233,51.955529937986284
66,0.01584148068726063,0.016536901257932186,52.73848074499983
67,0.015206460893154144,0.01542688202112913,53.5723154329462
68,0.015572812698781491,0.01573941797018051,54.39079033990856
69,0.01477762073278427,0.015257889106869697,55.168231143965386
