method,method_dir,pattern,ratio,seed,observed_tokens,val_selected_threshold,val_selected_val_dice,test_fixed_dice,test_val_selected_dice,test_iou,test_precision,test_recall,test_mean_sample_dice,test_mean_sample_iou
world_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_unet,random,0.25,20260701,100,0.7749999761581421,0.7114231784203024,0.7104902387260912,0.7081862794771204,0.5482108358397619,0.7522110830924411,0.6690298405404667,0.6880911439645668,0.5400484065307942
world_curve_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_curve_unet,random,0.25,20260701,100,0.6499999761581421,0.7209925333499954,0.6878943672165246,0.689835819869178,0.5265262402459336,0.7083750046835235,0.6722422800251634,0.6795663352203333,0.5309440760364005
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_sparse_unet,random,0.25,20260702,100,0.824999988079071,0.6484478255523431,0.5903267286023915,0.6011604412257247,0.4297565345896336,0.6034000540084761,0.598937392303274,0.5786842574998814,0.4266899247061485
world_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_unet,random,0.25,20260702,100,0.800000011920929,0.7150583092494127,0.7177050449894664,0.7138073415573987,0.5549769988748957,0.7648066496091729,0.6691843767949455,0.6934164322742273,0.5471014390471056
world_curve_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_curve_unet,random,0.25,20260702,100,0.6499999761581421,0.724020870176745,0.6909862024984865,0.6910179666053419,0.5279048519965437,0.7133049259656636,0.6700815076174065,0.6786358196601603,0.5305287044451515
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_sparse_unet,random,0.25,20260703,100,0.824999988079071,0.6448653143720023,0.5800788468298484,0.5949025004451801,0.42338876884605114,0.593582661995782,0.5962282213287383,0.5761397353432066,0.4242210949480125
world_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_unet,random,0.25,20260703,100,0.800000011920929,0.7116752509270607,0.7189441257840246,0.7160114002445823,0.5576462286199213,0.7659338073622519,0.672198517546019,0.6919390145084182,0.5446964582346984
world_curve_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_curve_unet,random,0.25,20260703,100,0.6499999761581421,0.7212568984224371,0.6886180446870677,0.6893252413847104,0.5259315759715807,0.7051230525206208,0.6742197970515029,0.6776817302285552,0.5282662679977684
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_sparse_unet,random,0.5,20260701,200,0.6499999761581421,0.7215697953116693,0.6885438410772933,0.6882375450680541,0.5246662934134365,0.7072083576834556,0.6702579251114575,0.6801111589575894,0.5295217759371362
world_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_unet,random,0.5,20260701,200,0.7749999761581421,0.7622060779591261,0.7688576092852151,0.7644380492913516,0.6186966577053569,0.813789951235481,0.7207297393397336,0.7443155675420121,0.6065236479390247
world_curve_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_curve_unet,random,0.5,20260701,200,0.675000011920929,0.7540535857921431,0.7230365329078903,0.7238005270223239,0.5671531311116479,0.75296369090721,0.6968121769098219,0.7177075991579897,0.575109411793893
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_sparse_unet,random,0.5,20260702,200,0.675000011920929,0.7229197268257818,0.6903304042785516,0.6892480968666077,0.5258417670185633,0.7184532127566778,0.6623246081890539,0.6823190338170751,0.5338010159638693
world_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_unet,random,0.5,20260702,200,0.7749999761581421,0.762836263482469,0.7670883334169799,0.7636311586276995,0.6176402486656906,0.8099815508624166,0.7222983507015672,0.7431465484607975,0.6050434814639232
world_curve_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_curve_unet,random,0.5,20260702,200,0.6499999761581421,0.7531060851592274,0.7219002601896379,0.7227138684649737,0.5658198665293775,0.7456398815583569,0.701155602964908,0.7168521451209426,0.5747535080307364
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_sparse_unet,random,0.5,20260703,200,0.6499999761581421,0.7177028218694885,0.6917811488887711,0.6907290172627334,0.5275676512883835,0.7118882681888573,0.6707912803260304,0.681392963730529,0.5305228444894483
world_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_unet,random,0.5,20260703,200,0.7749999761581421,0.7616471335308189,0.7700870966544918,0.7651865220092998,0.6196778182680823,0.8143567297942579,0.7216159295424086,0.74691737094735,0.6088546837836117
world_curve_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_curve_unet,random,0.5,20260703,200,0.675000011920929,0.7534951491516372,0.7191666179909483,0.7199085267640635,0.5623883463141978,0.7463311876573475,0.6952927983370258,0.7161663684973337,0.5733358357620317
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_sparse_unet,random,0.75,20260701,300,0.6000000238418579,0.7376423173606118,0.707785605820921,0.7054712116871956,0.5449637103912197,0.7404912955891638,0.6736139602308471,0.7037250600728019,0.5561503542411789
world_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_unet,random,0.75,20260701,300,0.75,0.7762012805473386,0.7794911659923431,0.7736812268312352,0.6308973194890184,0.8244129799533756,0.7288312682913487,0.7535803314178103,0.6181768508187716
world_curve_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_curve_unet,random,0.75,20260701,300,0.6000000238418579,0.7618073671035319,0.7290340057676415,0.7295517464638969,0.5742475102258581,0.7541085303000005,0.7065438582095676,0.7261482257254958,0.5858428731116596
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_sparse_unet,random,0.75,20260702,300,0.6000000238418579,0.7376261441014597,0.711139572939588,0.7089230163024469,0.5490943028603464,0.7414995953254867,0.6790883728563223,0.7096257937195797,0.5624274221359731
world_unet,/home/guoheng/custom_simulation/WM/runs/sparse_matched_025_100_20260701/r128_wrench_temporal_cnn_world_unet,random,0.75,20260702,300,0.75,0.7756966826144521,0.7815541936575916,0.7753487467187028,0.6331179955446536,0.8262977266960037,0.7303178250047865,0.7540583014602664,0.6190086104836534
