sample,fixed_dice,fixed_iou,best_dice,best_iou,gt_positive
sample_0000.npz,0.24371069182389937,0.1387645478961504,0.24371069182389937,0.1387645478961504,639
sample_0001.npz,0.2572614107883817,0.14761904761904762,0.2572614107883817,0.14761904761904762,639
sample_0002.npz,0.2440944881889764,0.13901345291479822,0.2440944881889764,0.13901345291479822,639
sample_0003.npz,0.25662251655629137,0.14719848053181386,0.25662251655629137,0.14719848053181386,639
sample_0004.npz,0.24899598393574296,0.14220183486238533,0.24899598393574296,0.14220183486238533,639
sample_0005.npz,0.24701195219123506,0.1409090909090909,0.24701195219123506,0.1409090909090909,639
sample_0006.npz,0.25162337662337664,0.14391829155060354,0.25162337662337664,0.14391829155060354,639
sample_0007.npz,0.23846153846153847,0.13537117903930132,0.23846153846153847,0.13537117903930132,639
sample_0008.npz,0.22206303724928367,0.12489927477840451,0.22206303724928367,0.12489927477840451,639
sample_0009.npz,0.25060630557801133,0.14325323475046212,0.25060630557801133,0.14325323475046212,639
sample_0010.npz,0.8688868886888689,0.7681697612732096,0.8688868886888689,0.7681697612732096,1560
sample_0011.npz,0.8781362007168458,0.7827476038338658,0.8781362007168458,0.7827476038338658,1560
sample_0012.npz,0.8808165716001201,0.7870171673819742,0.8808165716001201,0.7870171673819742,1560
sample_0013.npz,0.8688476274683171,0.7681083897863471,0.8688476274683171,0.7681083897863471,1560
sample_0014.npz,0.8636626227614096,0.7600406710726996,0.8636626227614096,0.7600406710726996,1560
sample_0015.npz,0.8624667258207631,0.7581903276131046,0.8624667258207631,0.7581903276131046,1560
sample_0016.npz,0.8778307508939214,0.7822623473181094,0.8778307508939214,0.7822623473181094,1560
sample_0017.npz,0.8780341624213366,0.7825854700854701,0.8780341624213366,0.7825854700854701,1560
sample_0018.npz,0.8707076739325171,0.7710206240084612,0.8707076739325171,0.7710206240084612,1560
sample_0019.npz,0.8705463182897862,0.7707676130389064,0.8705463182897862,0.7707676130389064,1560
sample_0020.npz,0.8569760653823701,0.7497446373850868,0.8569760653823701,0.7497446373850868,1789
sample_0021.npz,0.8418903150525088,0.7269521410579345,0.8418903150525088,0.7269521410579345,1789
sample_0022.npz,0.8586956521739131,0.7523809523809524,0.8586956521739131,0.7523809523809524,1789
sample_0023.npz,0.86427732079906,0.760993274702535,0.86427732079906,0.760993274702535,1789
sample_0024.npz,0.861922313580947,0.7573492775286498,0.861922313580947,0.7573492775286498,1789
