epoch,train_loss,train_seg_loss,train_aux_loss,train_dice,train_iou,val_loss,val_seg_loss,val_aux_loss,val_dice,val_iou,elapsed_seconds
1,1.5665266561508178,1.5665266561508178,0.0,0.43234180545806883,0.2923003667593002,1.3644998526573182,1.3644998526573182,0.0,0.5265909081697464,0.3754326459765434,1.0746413419255987
2,1.2454520826339721,1.2454520826339721,0.0,0.5347823729515075,0.3824416596889496,1.2517229747772216,1.2517229747772216,0.0,0.5786320400238038,0.42279387593269346,2.1779674909776077
3,1.0510775256156921,1.0510775256156921,0.0,0.598292019367218,0.44162525272369385,1.0365411949157715,1.0365411949157715,0.0,0.6222505706548691,0.46557663202285765,3.288960994919762
4,0.8910439848899842,0.8910439848899842,0.0,0.6559275770187378,0.5015198833942414,1.0351211977005006,1.0351211977005006,0.0,0.6526659250259399,0.4961517786979675,4.407826573005877
5,0.7721239848136902,0.7721239848136902,0.0,0.698840991973877,0.5501075739860535,0.9863563120365143,0.9863563120365143,0.0,0.6983162271976471,0.5539410036802291,5.491069090901874
6,0.6686509299278259,0.6686509299278259,0.0,0.7345138030052185,0.5919861164093018,1.0370709478855134,1.0370709478855134,0.0,0.6825011551380158,0.5301890873908996,6.5825633549829945
7,0.6001698493957519,0.6001698493957519,0.0,0.759482177734375,0.6228662929534912,1.0457289254665374,1.0457289254665374,0.0,0.7120139169692993,0.5666994106769562,7.632283574901521
8,0.5201013734340668,0.5201013734340668,0.0,0.7839997067451477,0.6546147146224975,1.0706659197807311,1.0706659197807311,0.0,0.7195444059371948,0.5751944935321808,8.639498977921903
9,0.42831362557411196,0.42831362557411196,0.0,0.8182842745780945,0.700986545085907,1.1276177763938904,1.1276177763938904,0.0,0.7219993901252747,0.5787403273582459,9.658395215985365
10,0.37256278467178344,0.37256278467178344,0.0,0.8441430521011353,0.7359708428382874,1.3079541826248169,1.3079541826248169,0.0,0.7465796399116517,0.6105836951732635,10.701119376928546
11,0.3155471498966217,0.3155471498966217,0.0,0.8665446882247925,0.7691916036605835,1.5890120303630828,1.5890120303630828,0.0,0.7433212339878082,0.6066269809007645,11.748726327903569
12,0.2878627196550369,0.2878627196550369,0.0,0.8763345398902893,0.7837629013061523,1.4611648786067963,1.4611648786067963,0.0,0.7338057100772858,0.5939803737401962,12.78556965093594
13,0.27363477969169614,0.27363477969169614,0.0,0.879850640296936,0.7892269978523254,1.5492236912250519,1.5492236912250519,0.0,0.733493013381958,0.5960888487100601,13.82010483997874
14,0.23916276156902314,0.23916276156902314,0.0,0.8977981576919556,0.8171505818367004,1.722913691997528,1.722913691997528,0.0,0.7361860573291779,0.598595877289772,14.833837257931009
15,0.20540448224544525,0.20540448224544525,0.0,0.9116867980957031,0.8394622898101807,1.8634064626693725,1.8634064626693725,0.0,0.7285338342189789,0.5875022423267364,15.856019095983356
16,0.18730206716060638,0.18730206716060638,0.0,0.9198948936462402,0.8529696607589722,2.078838245868683,2.078838245868683,0.0,0.7258423137664795,0.5859344255924225,16.869533060933463
17,0.1829000208377838,0.1829000208377838,0.0,0.9204775929450989,0.8541601786613464,2.079399073123932,2.079399073123932,0.0,0.716486827135086,0.5729249584674835,17.887099680956453
18,0.16595960891246794,0.16595960891246794,0.0,0.9281045455932617,0.8670695304870606,2.121768810749054,2.121768810749054,0.0,0.7203017485141754,0.5770447713136673,18.944152717944235
