epoch,train_loss,train_seg_loss,train_aux_loss,train_dice,train_iou,val_loss,val_seg_loss,val_aux_loss,val_dice,val_iou,elapsed_seconds
1,1.9293601512908936,1.9293601512908936,0.0,0.24009009450674057,0.13710366934537888,1.8770012855529785,1.8770012855529785,0.0,0.11670853942632675,0.06197063624858856,0.01788944995496422
2,1.6423401236534119,1.6423401236534119,0.0,0.40764304995536804,0.2566522881388664,1.9374969005584717,1.9374969005584717,0.0,0.027911458164453506,0.014153257012367249,0.040863698930479586
