epoch,train_loss,train_seg_loss,train_aux_loss,train_dice,train_iou,val_loss,val_seg_loss,val_aux_loss,val_dice,val_iou,elapsed_seconds
1,1.4480298900604247,1.4480298900604247,0.0,0.45819370985031127,0.3193791910409927,1.2617347383499145,1.2617347383499145,0.0,0.599759052991867,0.4463111424446106,0.9916295049479231
2,1.2195179128646851,1.2195179128646851,0.0,0.5418941040039063,0.39289169311523436,1.2305168747901916,1.2305168747901916,0.0,0.6744155538082123,0.5216319942474366,1.979491267935373
3,1.0671651816368104,1.0671651816368104,0.0,0.58927135181427,0.43621653866767884,0.9590867257118225,0.9590867257118225,0.0,0.6341249454021454,0.4770568335056305,2.9345339039573446
4,1.008048987388611,1.008048987388611,0.0,0.6074164090156555,0.4552316250801086,0.9330962681770325,0.9330962681770325,0.0,0.6808769702911377,0.5292162990570068,3.9327361659379676
5,0.8585224318504333,0.8585224318504333,0.0,0.6644150218963623,0.5131212615966797,1.0067507886886597,1.0067507886886597,0.0,0.708218879699707,0.5584509515762329,4.904465578030795
6,0.8430714712142945,0.8430714712142945,0.0,0.6691220989227294,0.520396140575409,0.9036298155784607,0.9036298155784607,0.0,0.6872421860694885,0.5362950706481934,5.867037549964152
7,0.7669958772659302,0.7669958772659302,0.0,0.6928006701469421,0.5452356734275818,0.8627351117134094,0.8627351117134094,0.0,0.7266421723365784,0.5823753488063812,6.841128594009206
8,0.6837531003952027,0.6837531003952027,0.0,0.7214869132041931,0.578662163734436,0.9698779702186584,0.9698779702186584,0.0,0.7233949255943298,0.580298833847046,7.830666196998209
9,0.7418171710968018,0.7418171710968018,0.0,0.7009866366386414,0.5564625668525696,0.9263966941833496,0.9263966941833496,0.0,0.6645444869995117,0.5107080936431885,8.8624818099197
10,0.6753393974304199,0.6753393974304199,0.0,0.7263679752349853,0.5852061901092529,1.140195550918579,1.140195550918579,0.0,0.7336218786239624,0.592081458568573,9.885104899993166
11,0.5157015607357025,0.5157015607357025,0.0,0.7856584415435791,0.6580482778549195,1.0702043128013612,1.0702043128013612,0.0,0.7598464226722718,0.6280131757259368,10.839447877020575
12,0.5255922112464905,0.5255922112464905,0.0,0.7792756733894348,0.6505889487266541,1.0218208312988282,1.0218208312988282,0.0,0.7378909730911255,0.5973290348052979,11.822378600016236
13,0.534303457736969,0.534303457736969,0.0,0.7753885746002197,0.6460873489379882,1.159295710325241,1.159295710325241,0.0,0.7139516353607178,0.5691252672672271,12.815215425915085
14,0.49666787934303286,0.49666787934303286,0.0,0.7862800631523132,0.6593520903587341,1.1539424633979798,1.1539424633979798,0.0,0.742341763973236,0.6034811282157898,13.758469352964312
15,0.41236422300338743,0.41236422300338743,0.0,0.8229755411148071,0.7067432641983032,1.2718626713752748,1.2718626713752748,0.0,0.7484220576286316,0.6129784667491913,14.743857685942203
16,0.3962981200218201,0.3962981200218201,0.0,0.8255419039726257,0.7111220273971558,1.3423824739456176,1.3423824739456176,0.0,0.7393766593933105,0.5989312744140625,15.752929985988885
17,0.37767788076400755,0.37767788076400755,0.0,0.8332164597511291,0.7219782819747925,1.4553545761108397,1.4553545761108397,0.0,0.7535558533668518,0.6189939188957214,16.79935820400715
18,0.3016492516994476,0.3016492516994476,0.0,0.865910135269165,0.7684952421188355,1.8980473923683165,1.8980473923683165,0.0,0.7394832158088684,0.6024320256710053,17.781298444024287
19,0.3330205726623535,0.3330205726623535,0.0,0.8533057370185853,0.7514300756454467,1.405611662864685,1.405611662864685,0.0,0.7341578698158264,0.5937281441688538,18.86148816801142
20,0.27444209945201875,0.27444209945201875,0.0,0.8757460465431214,0.7841426458358765,1.6724675941467284,1.6724675941467284,0.0,0.7391908776760101,0.59964359998703,19.921151701943018
21,0.32869710445404055,0.32869710445404055,0.0,0.8535825152397156,0.7522827272415161,2.105144703388214,2.105144703388214,0.0,0.7346091723442078,0.5968162000179291,20.927304812939838
22,0.23147397434711456,0.23147397434711456,0.0,0.896957507610321,0.8165603652000427,2.153428075313568,2.153428075313568,0.0,0.725693895816803,0.5851902520656586,21.957697957986966
23,0.2266721407175064,0.2266721407175064,0.0,0.8975002646446228,0.8180202417373658,2.4211725211143493,2.4211725211143493,0.0,0.7176763963699341,0.5774821448326111,22.909284565015696
24,0.18031920206546784,0.18031920206546784,0.0,0.918698000907898,0.8524834451675415,2.5121448969841005,2.5121448969841005,0.0,0.7151613903045654,0.5728628003597259,23.879276585998014
25,0.1723245040178299,0.1723245040178299,0.0,0.9229439916610718,0.858872386932373,2.3171591901779176,2.3171591901779176,0.0,0.7269690549373626,0.585383175611496,24.808085359982215
26,0.2764151381254196,0.2764151381254196,0.0,0.8773058109283447,0.7888121089935303,2.3629285645484925,2.3629285645484925,0.0,0.7264883804321289,0.5875772774219513,25.737883604946546
