sample,fixed_dice,fixed_iou,best_dice,best_iou,gt_positive
sample_0000.npz,0.25040387722132473,0.14312096029547552,0.2719298245614035,0.15736040609137056,639
sample_0001.npz,0.22545454545454546,0.12704918032786885,0.24603174603174602,0.14027149321266968,639
sample_0002.npz,0.24859663191659984,0.14194139194139194,0.2683982683982684,0.155,639
sample_0003.npz,0.22206303724928367,0.12489927477840451,0.24428684003152087,0.13913824057450627,639
sample_0004.npz,0.22945965951147299,0.12959866220735786,0.25223759153783565,0.14432029795158285,639
sample_0005.npz,0.22777369581190302,0.1285240464344942,0.24879614767255218,0.14207149404216315,639
sample_0006.npz,0.2421875,0.13777777777777778,0.26248941574936496,0.15107212475633527,639
sample_0007.npz,0.2553542009884679,0.14636449480642116,0.27802690582959644,0.16145833333333334,639
sample_0008.npz,0.22677395757132407,0.12788778877887788,0.2478017585931255,0.14142335766423358,639
sample_0009.npz,0.21723896285914507,0.12185534591194969,0.23646071700991608,0.13408304498269896,639
sample_0010.npz,0.8725401150469271,0.7738990332975295,0.8597521200260926,0.7540045766590389,1560
sample_0011.npz,0.9210269743256418,0.8536144578313253,0.8856243441762854,0.7947269303201506,1560
sample_0012.npz,0.9023569023569024,0.8220858895705522,0.9020516214427532,0.8215792646172393,1560
sample_0013.npz,0.8719298245614036,0.7729393468118196,0.8820189274447949,0.7889390519187359,1560
sample_0014.npz,0.8698817106460418,0.7697262479871175,0.8645418326693227,0.7614035087719299,1560
sample_0015.npz,0.8813868613138686,0.7879282218597063,0.878405315614618,0.783175355450237,1560
sample_0016.npz,0.9054972205064855,0.827313769751693,0.9021304926764314,0.821710127349909,1560
sample_0017.npz,0.8742194469223907,0.7765451664025357,0.8610125765881974,0.7559456398640997,1560
sample_0018.npz,0.9092067537432303,0.8335280373831776,0.8764278296988577,0.7800369685767098,1560
sample_0019.npz,0.8835555555555555,0.7914012738853503,0.8973868706182282,0.8138728323699422,1560
sample_0020.npz,0.8699551569506726,0.7698412698412699,0.8980245595301655,0.814922480620155,1789
sample_0021.npz,0.8736388959230185,0.7756294964028777,0.8964208242950108,0.8122850122850123,1789
sample_0022.npz,0.8551859099804305,0.747008547008547,0.8835992675908972,0.7914714151827554,1789
sample_0023.npz,0.8601622020152372,0.7546356188012074,0.8878970858493043,0.7983947119924457,1789
sample_0024.npz,0.8366477272727273,0.7191697191697192,0.8687943262411347,0.768025078369906,1789
sample_0025.npz,0.8522504892367906,0.742540494458653,0.8836477987421384,0.7915492957746478,1789
sample_0026.npz,0.8595848595848596,0.7537473233404711,0.8934169278996865,0.8073654390934845,1789
sample_0027.npz,0.8629967909158233,0.7590099869735129,0.8930916732335172,0.8068343616516374,1789
sample_0028.npz,0.8640157093765342,0.7605877268798618,0.8925576519916143,0.8059630856601988,1789
sample_0029.npz,0.8635458167330677,0.7598597721297108,0.8937650521808937,0.8079342041606192,1789
sample_0030.npz,0.8123959533871175,0.6840629717489757,0.7967246085332567,0.6621298949379179,4011
sample_0031.npz,0.7623198934495702,0.6159264331833301,0.7580910586944597,0.6104240282685512,4011
sample_0032.npz,0.7977722772277228,0.6635783405394277,0.774863387978142,0.632471008028546,4011
sample_0033.npz,0.7847178584893805,0.6457083764219235,0.7701441899915182,0.6262068965517241,4011
sample_0034.npz,0.8039364118092355,0.6721518987341772,0.7853195408813943,0.6465235650956603,4011
sample_0035.npz,0.7684765289863954,0.6240047770700637,0.779202676331196,0.6382735784425668,4011
sample_0036.npz,0.7533483465686855,0.6042973949420042,0.7563070316693505,0.6081139404402244,4011
sample_0037.npz,0.7927519818799547,0.6566604127579737,0.8053341063922308,0.6741082261586994,4011
sample_0038.npz,0.7921230769230769,0.6557978398206643,0.7840466926070039,0.6448,4011
sample_0039.npz,0.8575659666128164,0.750648126325713,0.8137139493819894,0.6859340114115604,4011
sample_0040.npz,0.739094985731757,0.5861623019721953,0.7927565392354124,0.6566666666666666,1921
sample_0041.npz,0.7426005307205552,0.5905844155844155,0.7942028985507247,0.6586538461538461,1921
sample_0042.npz,0.7320104229304469,0.5773000316155549,0.7861373108137749,0.647632815323455,1921
sample_0043.npz,0.725564661203278,0.5693224592220828,0.7807017543859649,0.6402877697841727,1921
