pattern,ratio,seed,area_bin,method,mean_sample_dice,delta_vs_sparse_unet,num_samples
missing_block,0.9,20260703,large,world_curve_unet,0.7061397785387151,0.04068366754623731,130
missing_block,0.9,20260703,large,world_unet,0.7378441517510256,0.07238804075854777,130
missing_block,0.9,20260703,medium,sparse_unet,0.6806230175772233,,130
missing_block,0.9,20260703,medium,world_curve_unet,0.7164789938094706,0.03585597623224723,130
missing_block,0.9,20260703,medium,world_unet,0.7063464405835201,0.02572342300629682,130
missing_block,0.9,20260703,small,sparse_unet,0.62298851158879,,140
missing_block,0.9,20260703,small,world_curve_unet,0.7250206753641183,0.10203216377532831,140
missing_block,0.9,20260703,small,world_unet,0.6939523871779638,0.07096387558917383,140
random,0.1,20260701,large,sparse_unet,0.5588699803549909,,130
random,0.1,20260701,large,world_curve_unet,0.43105331767517513,-0.12781666267981578,130
random,0.1,20260701,large,world_unet,0.48338301078308404,-0.07548696957190687,130
random,0.1,20260701,medium,sparse_unet,0.5641877860157892,,130
random,0.1,20260701,medium,world_curve_unet,0.40773350994993374,-0.1564542760658555,130
random,0.1,20260701,medium,world_unet,0.4314671180779056,-0.13272066793788362,130
random,0.1,20260701,small,sparse_unet,0.5098879798377096,,140
random,0.1,20260701,small,world_curve_unet,0.3372075547636302,-0.17268042507407944,140
random,0.1,20260701,small,world_unet,0.3344258201564744,-0.17546215968123524,140
random,0.1,20260702,large,sparse_unet,0.5440372093222701,,130
random,0.1,20260702,large,world_curve_unet,0.41186218860771234,-0.13217502071455772,130
random,0.1,20260702,large,world_unet,0.4799561153069975,-0.06408109401527257,130
random,0.1,20260702,medium,sparse_unet,0.5869580342370805,,130
random,0.1,20260702,medium,world_curve_unet,0.4145698167593972,-0.1723882174776833,130
random,0.1,20260702,medium,world_unet,0.43829193076689593,-0.14866610347018455,130
random,0.1,20260702,small,sparse_unet,0.5214332236684381,,140
random,0.1,20260702,small,world_curve_unet,0.33194246180541803,-0.1894907618630201,140
random,0.1,20260702,small,world_unet,0.3249054993269588,-0.19652772434147936,140
