method,method_dir,pattern,ratio,seed,observed_tokens,val_selected_threshold,val_selected_val_dice,test_fixed_dice,test_val_selected_dice,test_iou,test_precision,test_recall,test_mean_sample_dice,test_mean_sample_iou
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.1,20260702,40,0.574999988079071,0.6369144329215602,0.6106233248565003,0.610429273720183,0.43929341787044907,0.5965243178967345,0.6249979486337901,0.5960223095752468,0.4393605882360677
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.1,20260702,40,0.925000011920929,0.54287912733116,0.481625761310112,0.5209440666436673,0.35221390543461073,0.49620707196352254,0.5482768523836875,0.4923484784332935,0.3413449897413714
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.1,20260702,40,0.15000000596046448,0.5277773183371927,0.5157261172506055,0.5208516981129355,0.35212946358958364,0.5506367985272177,0.4941235195973852,0.4818969258382988,0.33497527060689875
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.1,20260703,40,0.574999988079071,0.6376887321606783,0.6032906524379527,0.6034968267695985,0.43214855385798023,0.5923695070052436,0.6150501900932688,0.5896100848272152,0.4335660959744005
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.1,20260703,40,0.925000011920929,0.5386227795501989,0.47320138723375277,0.5097219826572373,0.34203147112516374,0.48800498416177507,0.5334618856158201,0.4834607428862182,0.33208197536131495
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.1,20260703,40,0.20000000298023224,0.5353413176636008,0.5024052171702522,0.5072123593578741,0.3397752939190303,0.5576342323141241,0.4651527584037636,0.4690928004526569,0.32332503080640157
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.25,20260701,100,0.7749999761581421,0.6935156435821779,0.6646886798001324,0.6693255165801522,0.5029971829473865,0.6722907623917285,0.6663863132846476,0.6549151371482111,0.5005730308727178
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.25,20260701,100,0.699999988079071,0.7253214850704578,0.7044807513510182,0.7073820158149383,0.5472475429474326,0.7178492879490623,0.6972156122644347,0.6893034103676513,0.5422863098545349
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.25,20260701,100,0.5,0.7301290649280144,0.7022350293484731,0.7022350293484731,0.5411110988732611,0.735464467867563,0.6718785044172753,0.6911958636582074,0.5437345009095399
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.25,20260702,100,0.75,0.6909313269010372,0.6644528486001107,0.6678693089650698,0.5013541940439816,0.6602472270479754,0.6756694291731626,0.6510948890317104,0.49444688340540005
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.25,20260702,100,0.699999988079071,0.7237134446350404,0.704800785124453,0.7080976183475448,0.5481045846837332,0.7165323681576018,0.6998591395202538,0.6901131022901317,0.5418609667529176
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.25,20260702,100,0.5,0.7312502565555743,0.7079346770929229,0.7079346770929229,0.5479093545364317,0.7434078376202764,0.6756926779902082,0.69441511313619,0.5478156053625461
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.25,20260703,100,0.7749999761581421,0.6922010485178015,0.6631529695155434,0.665175548030654,0.498324365461901,0.666811884998076,0.6635472224501519,0.6510705269892063,0.49555219496868885
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.25,20260703,100,0.7250000238418579,0.7239746308475603,0.6982903080521922,0.7017701450528759,0.5405592410147266,0.7148835896191817,0.6891291266650256,0.6851612692986043,0.5367085610111034
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.25,20260703,100,0.4749999940395355,0.7335529291212669,0.6946374084130941,0.6947760520040933,0.532304094688793,0.7237224379497376,0.6680561253795028,0.6827304926770364,0.5347536162094875
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.5,20260701,200,0.699999988079071,0.7101074459224955,0.6886816420173949,0.6893776217411809,0.5259925613791434,0.6951618016775313,0.6836889034763819,0.6797777841668835,0.5270277806807748
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.5,20260701,200,0.675000011920929,0.7588316091364028,0.7437668261793958,0.7446438208124637,0.5931733424806938,0.7515762258063617,0.7378381335302645,0.7252501981728848,0.5837217912351294
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.5,20260701,200,0.6000000238418579,0.7728122261072106,0.7372225608163407,0.7362539334132752,0.5825964193913078,0.7665388366830117,0.7082711085582998,0.7279679664230599,0.5851986845794475
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.5,20260702,200,0.699999988079071,0.7109045281241735,0.6862537517337619,0.6852977233896199,0.521256968654898,0.6950799241550433,0.6757870408358634,0.6754201991746739,0.521862492324137
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.5,20260702,200,0.675000011920929,0.7585324415438784,0.7387379824482587,0.7394518679876071,0.5866113710446855,0.7440753043870787,0.7348855337654878,0.7208735060554745,0.5791470160043491
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.5,20260702,200,0.625,0.7700177060790871,0.7374377758010221,0.7359903608044206,0.5822664147346279,0.7717806085470291,0.7033724460490687,0.7281578754576293,0.5856792628573189
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.5,20260703,200,0.6499999761581421,0.7103413059129877,0.6833387214672343,0.6837872772408842,0.5195112198942223,0.6799669498825531,0.6876507754164274,0.6743125999483212,0.5202071463167378
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.5,20260703,200,0.6499999761581421,0.7597241542681353,0.7390671715771162,0.7397405482495235,0.5869748068320677,0.7417647544139486,0.7377273597549301,0.7235845973540291,0.5815888849854001
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.5,20260703,200,0.6499999761581421,0.7724921294919301,0.735831933664786,0.7339205069771259,0.579679641777332,0.7747335244075534,0.6971923634473893,0.7274102111027608,0.5844495313354677
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.75,20260701,300,0.625,0.7165394513103578,0.6943892850539043,0.6936681872135075,0.5310045888983346,0.7051767890851957,0.6825291977790542,0.6841497730908059,0.53215184805468
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.75,20260701,300,0.6499999761581421,0.7716205365807114,0.7571463417389958,0.7580127318783668,0.6103224657244485,0.7664870502832664,0.7497237493504006,0.7381614633968681,0.5996430975990861
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.75,20260701,300,0.550000011920929,0.7820917857223689,0.7452856891392361,0.7447062444599406,0.5932525683118284,0.7753734204289949,0.716372637509915,0.7368404401294374,0.5969157505787577
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.75,20260702,300,0.625,0.7169794340424356,0.6954846437736935,0.6945700807736498,0.5320623271644331,0.705340336282562,0.6841237931128799,0.6849476118071316,0.5327288109687933
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.75,20260702,300,0.675000011920929,0.7729068970967912,0.7561301632809485,0.7565481773286676,0.6084258059177236,0.7694620559737851,0.7440606110336151,0.739923108624745,0.6015611611276362
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.75,20260702,300,0.550000011920929,0.7825824884731173,0.7444082730026076,0.7438913937077622,0.5922190087555961,0.7746305163443401,0.7154987555044994,0.7363515926608829,0.5962043269421478
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.75,20260703,300,0.6000000238418579,0.7169077440389977,0.6944725373799655,0.6937275424961098,0.5310741557100034,0.6992042830907379,0.6883359317305325,0.6838701823795463,0.5315605608272493
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.75,20260703,300,0.675000011920929,0.771492893498606,0.7506669212369996,0.7505753321765256,0.6007367642933163,0.7636267149700344,0.7379625830803315,0.732716258785917,0.5930410537524982
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.75,20260703,300,0.6000000238418579,0.7828308601356342,0.7432842454277703,0.7414167915772264,0.5890884183226568,0.7823920442378285,0.7045198435491371,0.734383092054913,0.593495164706302
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.9,20260701,360,0.550000011920929,0.7189285856821677,0.6962399604847386,0.6958042678096551,0.5335121490093204,0.698524972916948,0.6931046743798036,0.6848516431507466,0.5325304558732279
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.9,20260701,360,0.675000011920929,0.7766325921612388,0.7624878748767446,0.7623131731102195,0.6159176590946344,0.7803135002756912,0.7451245863078143,0.7458276671686602,0.6086508808538631
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.9,20260701,360,0.550000011920929,0.7857321389697405,0.7466495293754238,0.745751921233547,0.5945808758718534,0.7837555588038946,0.7112633680698012,0.7388864380003745,0.5995019353343161
sparse_unet,/home/guoheng/custom_simulation/WM/runs/sparse_baseline_core_20260701/r128_wrench_temporal_cnn_sparse_unet,space_filling,0.9,20260702,360,0.6000000238418579,0.7189824023351156,0.6977024067059616,0.6964053835650793,0.5342192847264231,0.7097350410359811,0.6835671890812615,0.6872938348852073,0.5354556721431049
world_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_unet,space_filling,0.9,20260702,360,0.6499999761581421,0.7763465490386,0.7610403169834568,0.7609600270758373,0.61415292783489,0.7719698419488472,0.7502598397199202,0.7438549494434608,0.606434884588188
world_curve_unet,/home/guoheng/custom_simulation/runs/wrench_temporal_cnn_world_20260622/r128_wrench_temporal_cnn_world_curve_unet,space_filling,0.9,20260702,360,0.550000011920929,0.7858119561684168,0.746112134742393,0.7452440673639406,0.5939354801840158,0.7833660458819875,0.7106602664040917,0.7384282338815524,0.5989038069346445
